model,pattern,wmi,make
FLHTKSE ANV / 115TH ANNIVERSARY CVO LIMI,['^1THH1.*$'],1HD,Harley-Davidson
FLHXS / STREET GLIDE SPECIAL,['^1KRP1.*$'],1HD,Harley-Davidson
FLSTSB,['^1JM51.*$'],1HD,Harley-Davidson
FLTHTK,['^1KEF1.*$'],1HD,Harley-Davidson
FLTRXS ROAD GLIDE SP,['^1KTM1.*$'],1HD,Harley-Davidson
FLTRXST,['^1ACL1.*$'],1HD,Harley-Davidson
FORTY-EIGHT,['^1LC31.*$'],1HD,Harley-Davidson
ROAD GLIDE,['^1KTP1.*$'],1HD,Harley-Davidson
ROAD GLIDE ULTRA,['^1KGM1.*$'],1HD,Harley-Davidson
SPORTSTER,['^4LE24.*$'],1HD,Harley-Davidson
STREET 750,['^4NBB1.*$'],1HD,Harley-Davidson
DAVIDSON TOURING ROAD KING CLASSIC,['^1KBM1.*$'],1HD,Harley-Davidson
STREET ROD,['^1HCZ4.*$'],1HD,Harley-Davidson
TRIM,['^1TCL1.*$'],1HD,Harley-Davidson
ULTRA LIMITED,['^1KEL1.*$'],1HD,Harley-Davidson
VRSCDX,['^1HHH1.*$'],1HD,Harley-Davidson
XG750A / STREET ROD,['^4NCG1.*$'],1HD,Harley-Davidson
XL1200C,['^1CT31.*$'],1HD,Harley-Davidson
XL1200XSFORTY-EIGHT SPECIAL,['^1LR31.*$'],1HD,Harley-Davidson
XL883N,['^4LE21.*$'],1HD,Harley-Davidson
XL883N / IRON 883,['^4LE23.*$'],1HD,Harley-Davidson
XL883N/IRON 883,['^4LE22.*$'],1HD,Harley-Davidson
3000GT,['^BH41J.*$'],1HG,Honda
ACCORD,"['^CR6F.*$', '^CF9.*$', '^CG56.*$', '^CM5.*$', '^CV3.*$', '^CP2.*$', '^CV1.*$', '^CV2.*$', '^C522.*$', '^CE18.*$', '^CR2.*$', '^CT2.*$', '^CD72.*$', '^CY2F.*$', '^CV263.*$', '^CY1F.*$', '^CG32.*$', '^CS1.*$', '^CF8.*$', '^CP3.*$', '^CT1.*$', '^CV1F9.*$', '^CS2.*$', '^CM7.*$', '^CR3.*$', '^CM66.*$', '^CD5.*$', '^CD26.*$', '^CP263.*$', '^CG66.*$', '^CG16.*$', '^CM82.*$']",1HG,Honda
ACCORD 3.5,['^CR368.*$'],1HG,Honda
ACCORD HYBRID,"['^CR6F.*$', '^CV3.*$']",1HG,Honda
CIVIC,"['^E.*$', '^ES16.*$', '^FA16.*$', '^EJ6.*7$', '^EJ7.*$', '^EJ8.*4$', '^EJ6.*$', '^EM2.*$']",1HG,Honda
CIVIC LX,['^EG865.*$'],1HG,Honda
GRAND CHEROKEE,"['^FJ28.*$', '^FF2.*$', '^GWB8.*$', '^FJ58.*$', '^FJ88.*$', '^GX58.*$', '^RR4G.*$', '^G248S.*$', '^RS4G.*$', '^FF58.*$', '^G248.*$', '^FJ7.*$', '^FF28.*$', '^GWS8.*$', '^FF68.*$', '^FT2.*$', '^RR6.*$', '^GW58.*$', '^FJ6.*$', '^GZ58.*$', '^RR5G.*$', '^FJ78.*$', '^HR48N.*$', '^GZ78.*$', '^GW48.*$', '^GX48.*$', '^RS6G.*$', '^GL48.*$', '^RS5G.*$', '^GZ88.*$', '^GW68.*$', '^HR58.*$', '^FF4.*S$', '^.*K$', '^HS58.*$']",1J4,Jeep
COMMANDER,['^R.*4GK$'],1J4,Jeep
COMPASS,['^NF5FB.*$'],1J4,Jeep
PATRIOT,['^NT1G.*$'],1J4,Jeep
WRANGLER,"['^FY19.*$', '^FY29.*$', '^FA2.*$', '^FA5.*$', '^FY49.*$', '^FY69.*$', '^GA2.*1$', '^FA4.*$', '^BA5.*1$', '^GA5.*1$']",1J4,Jeep
GRAND CHEROKEE,"['^HC68.*$', '^GW68J.*$', '^HR78.*$', '^G25.*$', '^HC78.*$', '^G.*$', '^HR58.*$', '^H.*783$', '^H.*$', '^GW58.*$', '^HC58.*$', '^HR48.*$', '^GS48K.*$', '^HR68.*$', '^G.*8K$', '^HS58.*$', '^GWE8.*$', '^HS48.*$']",1J8,Jeep
COMMANDER,"['^HG48.*$', '^H358.*$', '^HH48.*$', '^HG58.*$', '^HH58.*$', '^H.*$']",1J8,Jeep
COMPASS,['^F.*W$'],1J8,Jeep
LIBERTY CHEROKEE,['^GNB8K.*$'],1J8,Jeep
CHEROKEE,['^GL58K.*$'],1J8,Jeep
PATRIOT,"['^FT28.*$', '^F.*$', '^FF48.*$']",1J8,Jeep
WRANGLER,['^.*41$'],1J8,Jeep
CONTINENTAL,['^6L9.*$'],1LN,Lincoln
TOWN CAR,"['^HM9.*$', '^HM8.*$', '^CM8.*$', '^BM8.*F$', '^HL9.*$', '^LM8.*W$', '^HM87A.*$']",1LN,Lincoln
MARK VII,['^BM9.*E$'],1LN,Lincoln
MKS,['^HL9D.*$'],1LN,Lincoln
TOWN,['^BP96F.*$'],1LN,Lincoln
612 CH,['^AA.*$'],1M1,Mack
DUMP TRUCK,['^P26.*C$'],1M2,Mack
GU 8013,['^AX16C.*$'],1M2,Mack
MERCURY,['^ZU86E.*$'],1M2,Mack
MR,['^K197C.*$'],1M2,Mack
MERCURY,['^FM55S.*$'],1ME,Mercury
MERCURY SAIBLE,['^LM653.*$'],1ME,Mercury
SABEL,['^LM53S.*$'],1ME,Mercury
MONTEGO,['^HM4.*W$'],1ME,Mercury
MYSTIQUE,['^FM66L.*$'],1ME,Mercury
TAURUS,['^LM53U.*$'],1ME,Mercury
TIFFANY,['^BM60F.*$'],1ME,Mercury
TOMBO,['^BM37X.*$'],1ME,Mercury
TOPAZ,['^BM36X.*$'],1ME,Mercury
TRACER,['^LM13P.*$'],1ME,Mercury
LEAF,"['^AZ.*CP$', '^BZ1.*$', '^AZ1.*$', '^.*CP$', '^AZ0CP.*$']",1N4,Nissan
ALTIMA HYBRID,"['^CL21E.*$', '^CL2.*$']",1N4,Nissan
ALTIMA,"['^AL2.*$', '^DL01.*$', '^AL11D.*$', '^BL3A.*$', '^BL11.*$', '^AL3AP.*$', '^BL11D.*$', '^AL3.*$', '^ALC.*$', '^AL4.*$', '^BL4.*$', '^AL11.*$', '^AL3A9.*$', '^BL2.*$', '^BL3A9.*$']",1N4,Nissan
MAXIMA,"['^AA5.*$', '^AA6.*$']",1N4,Nissan
PICKUP,['^PB21S.*$'],1N4,Nissan
SUNNY,['^AB4.*D$'],1N4,Nissan
FRONTIER,"['^ED1E.*$', '^AD0.*$', '^DD0.*$', '^BD0.*T$', '^.*Y$', '^ED2.*$', '^DD2.*$']",1N6,Nissan
PICKUP,['^SD16S.*$'],1N6,Nissan
TITAN,"['^BA0.*$', '^AA1E.*$', '^AA0.*$']",1N6,Nissan
TITAN XD,['^AA1F.*$'],1N6,Nissan
TRUCK,['^SD11S.*$'],1N6,Nissan
URVAN,['^FE52S.*$'],1N6,Nissan
COROLLA,"['^BU4.*E$', '^AE0.*$', '^BR1.*E$', '^AE9.*$', '^BR3.*E$', '^BB0.*E$']",1NX,Toyota
ATLAS,['^.*2CA$'],1V2,Volkswagen
ID4,['^.*NPE8$'],1V2,Volkswagen
PASSAT,['^.*7A3$'],1VW,Volkswagen
PASSAT 2.0 TSI,['^ZZZA3.*$'],1VW,Volkswagen
T880,['^ZD40X.*$'],1XK,Kenworth
379,['^5DB9X.*$'],1XP,Peterbilt
384,['^VDP9X.*$'],1XP,Peterbilt
6,"['^FP8.*$', '^HP8.*$', '^HZ8.*$']",1YV,Mazda
626,['^G.*22C$'],1YV,Mazda
MAZDA,['^GE31B.*$'],1YV,Mazda
MX-6,['^GD31B.*$'],1YV,Mazda
MUSTANG,"['^FT8.*$', '^HT8.*S$', '^BP8.*$', '^HT8.*$']",1ZV,Ford
GRAND VOYAGER,"['^P.*$', '^PS6D.*$']",2A4,Chrysler
PACIFICA,['^GM484.*$'],2A4,Chrysler
TOWN & COUNTRY,['^RR5D.*$'],2A4,Chrysler
CHALLENGER,"['^CJ4D.*$', '^CJ7D.*$']",2B3,Dodge
CHARGER,"['^AA4C.*$', '^KA33.*$', '^CA4C.*$', '^LA53.*$', '^LA43.*$', '^KA53.*$', '^KA43.*$', '^LA.*$']",2B3,Dodge
DODGE,['^KA43C.*$'],2B3,Dodge
INTERBED,['^HD56F.*$'],2B3,Dodge
INTREPID,['^HD46R.*$'],2B3,Dodge
RAM,['^HB21X.*$'],2B7,Dodge
RAM 2500,['^HB21Y.*$'],2B7,Dodge
300,"['^KA63.*$', '^CA5C.*$', '^KA33.*$', '^CA6C.*$', '^CA4C.*$', '^LA53.*$', '^CCA.*G$', '^LA43.*$', '^KA53.*$', '^HA63.*$', '^KA43.*$', '^CCA.*$']",2C3,Dodge
CHARGER,"['^CDX.*G$', '^CDZ.*$', '^CDX.*$', '^C.*$', '^CDXCT.*$', '^CCA.*G$', '^C.*G$', '^CDY.*$']",2C3,Dodge
300 C,['^CCAFJ.*$'],2C3,Dodge
300M,['^.*E66G$'],2C3,Dodge
SRT8,['^HA73W.*$'],2C3,Dodge
CHALLENGER,"['^CDZ.*$', '^CDY.*$']",2C3,Dodge
CONCORD,"['^HD46.*$', '^HD.*$']",2C3,Dodge
M 300,['^HE76K.*$'],2C3,Dodge
NEW YORKER,['^HK56F.*$'],2C3,Dodge
GRAND CARAVAN,"['^RDGCG.*$', '^RDGBG.*$', '^RDGEG.*$', '^RDG.*G$', '^R.*G$']",2C4,Dodge
CARGO VAN,['^J.*GAG$'],2C4,Dodge
GRAND VOYAGER,['^PC1BG.*$'],2C4,Dodge
TOWN & COUNTRY,"['^RC1BG.*$', '^RC1.*G$']",2C4,Dodge
PACIFICA HYBRID,['^RC1.*7$'],2C4,Dodge
VAN,['^GP25B.*$'],2C4,Dodge
EQUINOX,"['^FLEE.*$', '^ALBE.*$', '^ALPE.*$', '^ALDE.*$']",2CN,Chevrolet
TRACKER,['^BJ1.*$'],2CN,Chevrolet
VITARA,['^BJ18U.*$'],2CN,Chevrolet
GRAND CARAVAN,"['^RN5D.*$', '^GP44.*$', '^RN4D.*$']",2D4,Dodge
MAGNUM,"['^FV4.*$', '^FV47V.*$', '^GV5.*2$']",2D4,Dodge
CROWN VICTORIA,"['^FP7.*W$', '^BP7BW.*$', '^BP7.*W$', '^CP7.*$', '^HP7.*$', '^BP7.*$', '^.*W$', '^FP7.*$', '^LP7.*$']",2FA,Ford
LINEA,['^GA492.*$'],2FA,Ford
NEON,['^CDAAD.*$'],2FA,Ford
PUNTO,['^17600.*$'],2FA,Ford
EDGE,"['^TK4.*$', '^DK4.*$', '^DKU.*C$', '^PK4.*$', '^TK3.*$', '^DK4AK.*$', '^DK3.*$', '^DK.*GC$', '^PK3.*$']",2FM,Ford
FLEX,"['^HK6.*$', '^DK5.*C$', '^GK5.*$']",2FM,Ford
FREESTAR,"['^ZA5.*$', '^DA5.*$']",2FM,Ford
WINDSTAR,"['^ZA5.*4$', '^DA5.*4$']",2FM,Ford
F-250,['^HF25H.*$'],2FT,Ford
WINDSTAR CARGO,['^ZA544.*$'],2FT,Ford
AMBALA,['^WH52K.*$'],2G1,Chevrolet
CAMARO,"['^FB1.*$', '^FC1E.*$', '^FJ1E.*$', '^FB3D.*$', '^FA1E.*$', '^FD1E3.*$', '^FE1E.*$', '^FC3D.*$', '^FF1E.*$', '^F93D.*$', '^FZ1E.*$', '^FG1E.*$', '^F91E.*$', '^FP32.*$', '^FP22.*$']",2G1,Chevrolet
CAPRICE,['^AN.*H$'],2G1,Chevrolet
CELEBRITY,['^AW19X.*$'],2G1,Chevrolet
IMPALA,"['^1X5S.*$', '^WA5E.*$', '^1Z5S.*$', '^W.*5E3$', '^WT5.*$', '^1Y5S.*$', '^WC5E.*$', '^WF5.*$', '^105S.*$', '^WG5E.*$', '^175.*3$', '^WB5.*$', '^115S.*$', '^WU5.*$', '^135S.*$']",2G1,Chevrolet
IMPALA LS,['^1X5S3.*$'],2G1,Chevrolet
LUMINA,['^W.*52M$'],2G1,Chevrolet
MONTE CARLO,['^WX1.*K$'],2G1,Chevrolet
FIRE BIRD,"['^FS22.*$', '^FS.*$']",2G2,Pontiac
FIREBIRD,['^FV22G.*$'],2G2,Pontiac
GRAND PRIX,['^WS522.*$'],2G2,Pontiac
TRANS,['^FV22P.*$'],2G2,Pontiac
BUICK,['^WB52M.*$'],2G4,Buick
CENTURY,['^WS52J.*$'],2G4,Buick
POLARIS,['^WB54T.*$'],2G4,Buick
REGAL,['^GR5.*$'],2G4,Buick
XTS,"['^1.*$', '^185S.*$']",2G6,Cadillac
C 10,['^CC14.*$'],2GC,Chevrolet
SILVERADO 1500,"['^EK1.*$', '^E.*$', '^EC19.*$']",2GC,Chevrolet
LAUGH,['^EC19K.*$'],2GC,Chevrolet
SIERRA,['^GC24M.*$'],2GC,Chevrolet
TERRAIN,"['^FLUE.*$', '^AL8EK.*$', '^FLRE.*$', '^FL8E.*$', '^FLWE.*$', '^AL8.*K$', '^FLNE3.*$', '^FLVE.*$', '^F.*$', '^FLSE.*$', '^FLXE.*$', '^FLTE.*$']",2GK,GMC
YUKON,['^FK13J.*$'],2GK,GMC
EQUINOX,"['^AXTE.*$', '^FLFE.*$', '^FLNE.*$', '^FLEE.*$', '^AXVE.*$', '^ALDE.*$', '^ALBE.*$', '^AXKE.*$']",2GN,Chevrolet
CIVIC,"['^FC3B.*$', '^FA1.*$', '^FC2.*$', '^E.*$', '^EJ66.*$', '^ES16.*$', '^FC4.*$', '^FG1.*$', '^FC1.*$', '^FE1F.*$', '^FE2F.*$', '^ES2.*$', '^FG3B.*$', '^EJ6.*$', '^FB2F.*$', '^ES1.*$']",2HG,Honda
CIVIC SI,['^FC3A5.*$'],2HG,Honda
RIDGELINE,['^YK165.*$'],2HJ,Honda
CR-V,"['^RM4H.*$', '^RW1H.*$', '^RW2H.*$', '^RM3H.*$', '^R.*$']",2HK,Honda
CR-V HYBRID,['^RS5H5.*$'],2HK,Honda
MRV,['^YF18.*$'],2HK,Honda
ODYSSEY,"['^RLI8.*$', '^RL18.*$']",2HK,Honda
ACURA,['^YD188.*$'],2HN,Acura
HONDA,['^YD2H4.*$'],2HN,Acura
MDX,"['^YD2.*$', '^YD18.*$']",2HN,Acura
MKT,['^HJ5.*$'],2LM,Lincoln
MKX,"['^PJ6.*R$', '^DJ6J.*$', '^TJ6.*R$']",2LM,Lincoln
NAUTILUS,"['^PJ8.*$', '^PJ6.*9$']",2LM,Lincoln
GRAND,['^BP95F.*$'],2ME,Mercury
GRAND MARQUIS,"['^FM7.*$', '^BM7.*$', '^HM7.*$', '^LM7.*$', '^CM7.*$']",2ME,Mercury
SOLARA,"['^CF2.*P$', '^CF22P.*$', '^FF2.*P$', '^.*P$', '^CG22P.*$', '^C.*P$']",2T1,Toyota
COROLLA,"['^.*E$', '^BU4.*E$', '^BU40E.*$', '^AE0.*$', '^BR1.*E$', '^BE4.*E$', '^BURHE.*$', '^BU4EE.*$', '^BR3.*E$', '^BPRHE.*$', '^BA0.*E$', '^BB02.*$']",2T1,Toyota
NX 350H,['^GKCEZ.*$'],2T2,Lexus
RX 350,"['^HZM.*A$', '^BAM.*A$', '^2K1.*A$', '^.*A$']",2T2,Lexus
RX 330,['^.*A31U$'],2T2,Lexus
RAV4 EV,['^YL4DV.*$'],2T3,Toyota
RAV4,"['^BK3.*V$', '^.*FREV$', '^.*V$', '^BF4.*V$', '^BF3.*V$']",2T3,Toyota
RAV4 HYBRID,"['^DWRFV.*$', '^RWRFV.*$', '^.*RFV$']",2T3,Toyota
ROUTAN,['^RW3D.*$'],2V4,Volkswagen
ROUTAN,['^HW441.*$'],2V8,Volkswagen
500E,"['^CFFGE.*$', '^CFF.*$']",3C3,FIAT
CHRYSLER,['^FY48B.*$'],3C4,Dodge
COMPASS,"['^NJD.*$', '^NJC.*B$', '^NJDCB.*$']",3C4,Dodge
JOURNEY,"['^PDC.*B$', '^PDCCG.*$', '^PDD.*G$', '^PDC.*$']",3C4,Dodge
PT CRUISER,['^FY4BB.*$'],3C4,Dodge
1500,"['^RR6.*$', '^J.*$', '^JR6.*$', '^JD7.*$', '^JD7.*T$', '^RR7.*T$', '^JR7.*$']",3C6,Ram
RAM,['^JR6.*$'],3C6,Ram
3500,"['^3RR.*$', '^3R3.*L$']",3C6,Ram
PROMASTER,"['^.*G$', '^TRV.*G$']",3C6,Ram
PROMASTER CARGO VAN,['^URVJG.*$'],3C6,Ram
CR-V,"['^RE3.*3$', '^RE4.*5$', '^RM3H.*$']",3CZ,Honda
HR-V,"['^RU5H.*$', '^RZ2H.*$', '^RU6H.*$']",3CZ,Honda
RAM,['^HA1.*H$'],3D3,Dodge
JOURNEY,"['^PH9F.*$', '^PG5F.*$', '^PH6F.*$', '^GG57V.*$']",3D4,Dodge
RAM 2500,['^K.*28D$'],3D7,Dodge
RAM 3500,['^MU46D.*$'],3D7,Dodge
RAM PICKUP 1500,['^HA16H.*$'],3D7,Dodge
RAM PICKUP 3500,['^LX38C.*$'],3D7,Dodge
FIESTA,['^DP4.*$'],3FA,Ford
FOCUS,['^FP37Z.*$'],3FA,Ford
FUSION HYBRID,"['^6P0.*U$', '^6PO.*$', '^6P0MU.*$', '^6P0.*$', '^HP0.*$', '^6P.*$', '^6P0UU.*$', '^6PO.*U$', '^6POSU.*$', '^6PORU.*$', '^6P.*LU$', '^6P.*RU$', '^6P0RU.*$', '^6PD.*$', '^HPO.*A$', '^DP0L3.*$']",3FA,Ford
FUSION ENERGI,['^6P0PU.*$'],3FA,Ford
CAPRICE,['^MK52B.*$'],3G1,Chevrolet
CAVALIER,"['^JC12.*$', '^JF52.*$', '^J.*$', '^JC5.*$']",3G1,Chevrolet
CRUZE,"['^B.*$', '^BE5SM.*$']",3G1,Chevrolet
AVALANCHE,"['^TK7E.*$', '^FK22.*$', '^FK32.*$']",3GC,Chevrolet
EL CAMINO,['^CW80H.*$'],3GC,Chevrolet
SILVERADO,"['^UK9E.*$', '^RKSE.*$', '^PK9E.*$']",3GC,Chevrolet
SILVERADO 1500,"['^PCSE.*$', '^UKNE.*$', '^EK23.*$', '^UKTE.*$', '^UKRE.*$', '^UKSE.*$', '^EC1.*$', '^NWAE.*$', '^PCRE.*$', '^EK1.*$', '^PKSE.*$']",3GC,Chevrolet
SILVERADO 1500 LIMITED,['^PWEED.*$'],3GC,Chevrolet
SILVERADO HYBRID,['^UKUEJ.*$'],3GC,Chevrolet
TAHOE,['^EC28K.*$'],3GC,Chevrolet
TERRAIN,"['^ALXE.*$', '^AL8E.*$', '^ALPE.*$', '^AL8EX.*$', '^AL8EV.*$', '^ALVE.*$', '^ALME.*$', '^ALSE.*$', '^ALTE.*$']",3GK,GMC
AVALANCHE,['^EK18.*$'],3GK,GMC
SUBURBAN,"['^EC16.*$', '^GK26.*$', '^GC26.*$', '^FK16.*$']",3GK,GMC
YUKON XL,['^EC16T.*$'],3GK,GMC
**,['^DA23P.*$'],3GN,Chevrolet
AVALANCHE,"['^TKGE.*$', '^EC1.*$', '^TKEE.*$', '^FK32.*$', '^FK12.*$', '^EK1.*$']",3GN,Chevrolet
BLAZER,"['^KBCR.*$', '^KB.*$']",3GN,Chevrolet
CAPTIVA,['^FL2EK.*$'],3GN,Chevrolet
CAPTIVA SPORT,"['^AL3E.*$', '^AL.*$']",3GN,Chevrolet
EQUINOX,"['^AX9E8.*$', '^AX9.*$', '^AX.*$', '^AXKE.*$']",3GN,Chevrolet
HHR,['^CA13.*$'],3GN,Chevrolet
SUBERBAN,['^GC26U.*$'],3GN,Chevrolet
SUBURBAN,"['^FK16.*$', '^GC26.*$', '^EC16.*$', '^FC16.*$', '^GK26.*$']",3GN,Chevrolet
TAHOE,['^EK18.*$'],3GN,Chevrolet
TRAX,"['^CJK.*B$', '^CJ.*B$', '^CJP.*B$']",3GN,Chevrolet
AVALANCHE,"['^EK14.*$', '^EK.*$']",3GT,GMC
SIERRA,"['^U2NE.*$', '^P2WE.*$', '^U29E.*$', '^P29E.*$']",3GT,GMC
SIERRA 1500,"['^EC14.*$', '^EK23.*$', '^U2NE.*$', '^U2VE.*$', '^U2LE.*$', '^EK14.*$', '^U2PE.*$', '^U29E.*$', '^U2UE.*$', '^P2VE.*$', '^P9EE.*$', '^U9.*ED$']",3GT,GMC
SIERRA CLASSIC 1500,['^EK13M.*$'],3GT,GMC
SIERRA HYBRID,['^XKYEJ.*$'],3GT,GMC
SILVERADO 1500,['^EK13.*$'],3GT,GMC
SUBURBAN,['^GK26R.*$'],3GT,GMC
ESCALADE,['^FK6.*$'],3GY,Cadillac
ESCALADE EXT,['^EK62N.*$'],3GY,Cadillac
SRX,"['^FNCE.*$', '^FNFE.*$', '^FNAE.*$', '^FNBE.*$', '^FN.*$', '^FN9E.*$', '^FNDE.*$']",3GY,Cadillac
ACCORD,"['^CM56.*$', '^C.*$']",3HG,Honda
FIT,['^GK5H.*$'],3HG,Honda
MAVERICK,"['^VXAW4.*$', '^V.*AW4$']",3JB,CanAm
MAVERICK X3 X RS,"['^VXAV7.*$', '^VXA.*$', '^VXAW7.*$']",3JB,CanAm
MAVERICK X3 X DS,['^PDAR2.*$'],3JB,CanAm
OUTLANDER,['^L.*2$'],3JB,CanAm
RYKER600,['^2FEF2.*$'],3JB,CanAm
RYKER 900 RALLY EDITION,['^2GEG2.*$'],3JB,CanAm
SSV MAX XRSDPS 1000,['^PNDP1.*$'],3JB,CanAm
ACCENT,"['^C25A.*$', '^C.*$', '^C24A.*$', '^C34A.*$']",3KP,KIA
FORTE,"['^FL4A7.*$', '^FL4A.*$', '^F.*$', '^F24AD.*$', '^FK4A7.*$', '^FN4A8.*$']",3KP,KIA
FORTE 5-DOOR,['^FN5A3.*$'],3KP,KIA
RIO,"['^A34.*$', '^A25.*$', '^A351.*$', '^A24.*$']",3KP,KIA
RIO5,"['^A25A.*$', '^A35A.*$', '^A35AB.*$']",3KP,KIA
LINCOLN,['^HL2GC.*$'],3LN,Lincoln
MKZ,"['^6L5E9.*$', '^6L2.*$', '^6L2.*U$', '^6L5.*$', '^6L5.*U$']",3LN,Lincoln
MKZ HYBRID,['^6L5MU.*$'],3LN,Lincoln
IA,['^DLBZV.*$'],3MY,Toyota
YARIS IA,"['^DLBYV.*$', '^DLB.*V$']",3MY,Toyota
3,['^BN1.*7$'],3MZ,Mazda
MAZDA3,"['^BN1.*$', '^B.*$', '^BM1.*7$', '^BPA.*$']",3MZ,Mazda
KICKS,"['^CP5.*$', '^BC1.*$', '^CC1.*$', '^CN8.*$', '^CPSC.*$']",3N1,Nissan
MICRA,['^CK3CP.*$'],3N1,Nissan
TIIDA,"['^BC1C6.*$', '^BC1.*$']",3N1,Nissan
SENTRA,"['^AB6.*$', '^AB7AP.*$', '^AB7A.*$', '^AB8.*V$']",3N1,Nissan
VERSA NOTE,['^CE2CP.*$'],3N1,Nissan
2400,['^0D23X.*$'],3N6,Nissan
NV200,['^CM0KN.*$'],3N6,Nissan
PICKUP,"['^002.*$', '^DD2.*$']",3N6,Nissan
TACOMA,"['^.*N$', '^LU4.*N$']",3TM,Toyota
NEW BEETLE,"['^PG3.*$', '^PW3.*$', '^RW3.*$', '^RG3.*$']",3VW,Volkswagen
BEETLE CONVERTIBLE,['^5.*7AT$'],3VW,Volkswagen
CABRIO,['^BA81E.*$'],3VW,Volkswagen
GOLF,"['^.*7AU$', '^.*17AU$', '^.*T7AU$']",3VW,Volkswagen
GOLF ALLTRACK,['^H17AU.*$'],3VW,Volkswagen
JETTA,"['^RZ7.*$', '^RL7.*$']",3VW,Volkswagen
JETTA HYBRID,['^637AJ.*$'],3VW,Volkswagen
JETTA SEL / SEL PREMIUM,['^LO7AJ.*$'],3VW,Volkswagen
ECLIPSE,"['^AC84.*$', '^AK34.*$']",4A3,Mitsubishi
GALANT,"['^AA46G.*$', '^A.*$', '^AB46.*$']",4A3,Mitsubishi
LANCER,['^AA46H.*$'],4A3,Mitsubishi
CHARIOT,['^MM21S.*$'],4A4,Mitsubishi
ENDEAVOR,['^MN21S.*$'],4A4,Mitsubishi
ENDOVER,['^MM31S.*$'],4A4,Mitsubishi
OUTLANDER SPORT,['^AP.*AU$'],4A4,Mitsubishi
RVR,['^AJ4AU.*$'],4A4,Mitsubishi
R 350,['^CB65E.*$'],4JG,Mercedes-Benz
EQE,['^GM2BB.*$'],4JG,Mercedes-Benz
EQS,['^DM4EB.*$'],4JG,Mercedes-Benz
M-CLASS,"['^BF7.*E$', '^.*E$', '^BB5.*$', '^DF7.*E$', '^BF8.*E$', '^BB7.*$', '^AB7.*E$', '^BB8.*$', '^BB77E.*$', '^DA5.*B$', '^AB5.*E$']",4JG,Mercedes-Benz
GLE-CLASS,"['^DA6EB.*$', '^.*B$', '^DA6.*B$', '^FB5K.*$', '^DA5.*B$', '^FB4.*$']",4JG,Mercedes-Benz
GLSCLASS,['^DF7FE.*$'],4JG,Mercedes-Benz
ML 430,['^AB72E.*$'],4JG,Mercedes-Benz
ML320,['^16315.*$'],4JG,Mercedes-Benz
ML 63,['^DA7EB.*$'],4JG,Mercedes-Benz
R,['^CB5HE.*$'],4JG,Mercedes-Benz
R-CLASS,"['^CB5.*E$', '^CB6.*E$', '^CB.*E$']",4JG,Mercedes-Benz
MARINER,['^YU571.*$'],4M2,Mercury
MARINER HYBRID,"['^CU9.*$', '^CU39.*$', '^CN2K.*$', '^C.*$', '^CU29.*$']",4M2,Mercury
MOUNTAINEER,"['^ZU86.*$', '^DU86.*$', '^EU4.*$', '^EU3.*$']",4M2,Mercury
LANCER,['^SNC62.*$'],4MB,Mitsubishi
ASX,"['^XTGA2.*$', '^.*A2$']",4P3,Mitsubishi
ECLIPSE,['^M.*$'],4P3,Mitsubishi
GALANT,"['^SRD.*$', '^SYDJ3.*$', '^SRDJ1.*$', '^S.*$']",4P3,Mitsubishi
AVALON,"['^BF1.*B$', '^.*B$', '^BD1.*B$', '^BK3.*B$', '^BF2.*$', '^BZ1.*B$', '^BZ1FB.*$', '^BK36B.*$']",4T1,Toyota
AVALON HYBRID,['^BD1EB.*$'],4T1,Toyota
CAMRY,"['^BG2.*K$', '^BF2.*K$', '^BF22K.*$', '^G11.*K$', '^GK1.*$', '^BK3.*$', '^BF1FK.*$', '^BF1.*K$', '^BFIFK.*$', '^B11HK.*$', '^L11.*K$', '^C11.*K$', '^SK1.*$', '^BF3.*K$', '^VK1.*$', '^K61.*K$', '^B61HK.*$', '^BE3.*K$', '^R11.*K$', '^F11.*K$']",4T1,Toyota
CAMRY HYBRID,"['^G11.*K$', '^BB9.*K$', '^BB4.*K$', '^BK4.*K$', '^BD4.*K$', '^BB1.*K$', '^BD.*FK$', '^BDF.*K$', '^T11.*K$', '^BE4.*K$', '^B31HK.*$', '^BD1.*K$', '^BP1.*K$', '^BB46K.*$', '^BD1FK.*$', '^.*K$', '^BB3.*K$', '^B31.*K$', '^F11.*K$']",4T1,Toyota
CAMRY SOLARA,"['^CA3.*P$', '^CE3.*P$', '^.*P$']",4T1,Toyota
AVALON,['^.*3BB$'],4T3,Toyota
RAV4 HYBRID,"['^L6RFV.*$', '^.*RFV$']",4T3,Toyota
SEAT,['^2F19C.*$'],4T3,Toyota
SIENA,"['^ZF1.*C$', '^ZF1.*$', '^ZF19C.*$']",4T3,Toyota
CAMRY,['^B.*K$'],4T4,Toyota
CAMRY HYBRID,['^BE46K.*$'],4T4,Toyota
WILD CAT TRAIL,"['^1.*MPV$', '^1.*V$', '^13M.*V$', '^1.*$']",4UF,ARCTICCAT
500EFI,['^14ATV.*$'],4UF,ARCTICCAT
TRV500,"['^17ATV.*$', '^1.*ATV$']",4UF,ARCTICCAT
WILD CAT,['^14MPV.*$'],4UF,ARCTICCAT
CAT,['^13MP.*$'],4UF,ARCTICCAT
CAT 454,['^ACAT1.*$'],4UF,ARCTICCAT
